id,label
2147,2
2148,0
2149,4
2150,8
2151,6
2152,8
2153,7
2154,7
2155,9
2156,7
2157,4
2158,7
2159,6
2160,9
2161,8
2162,5
2163,2
2164,0
2165,9
2166,2
2167,1
2168,3
2169,3
2170,7
2171,3
2172,4
2173,5
2174,1
2175,9
2176,2
2177,1
2178,0
2179,8
2180,1
2181,2
2182,9
2183,9
2184,9
2185,0
2186,6
2187,3
2188,0
2189,0
2190,6
2191,3
2192,3
2193,8
2194,4
2195,6
2196,7
2197,2
2198,2
2199,0
2200,4
2201,8
2202,9
2203,1
2204,6
2205,5
2206,9
2207,1
2208,6
2209,9
2210,6
2211,4
2212,7
2213,0
2214,3
2215,0
2216,4
2217,1
2218,3
2219,3
2220,3
2221,7
2222,2
2223,1
2224,3
2225,7
2226,1
2227,6
2228,3
2229,2
2230,6
2231,1
2232,1
2233,7
2234,6
2235,2
2236,5
2237,4
2238,8
2239,7
2240,8
2241,6
2242,0
2243,1
2244,0
2245,7
2246,8
2247,2
2248,0
2249,6
2250,1
2251,2
2252,2
2253,3
2254,5
2255,2
2256,0
2257,4
2258,9
2259,1
2260,6
2261,5
2262,1
2263,1
2264,0
2265,2
2266,0
2267,7
2268,3
2269,2
2270,5
2271,3
2272,1
2273,5
2274,1
2275,9
2276,9
2277,3
2278,9
2279,2
2280,1
2281,5
2282,5
2283,2
2284,2
2285,1
2286,3
2287,6
2288,5
2289,4
2290,9
2291,1
2292,3
2293,7
2294,2
2295,3
2296,2
2297,7
2298,4
2299,0
2300,9
2301,4
2302,5
2303,7
2304,7
2305,7
2306,0
2307,0
2308,6
2309,6
2310,7
2311,2
2312,1
2313,7
2314,4
2315,9
2316,1
2317,3
2318,5
2319,1
2320,9
2321,6
2322,3
2323,5
2324,9
2325,5
2326,0
2327,7
2328,2
2329,2
2330,9
2331,0
2332,5
2333,5
2334,8
2335,0
2336,6
2337,4
2338,0
2339,4
2340,6
2341,2
2342,9
2343,8
2344,6
2345,3
2346,2
2347,6
2348,9
2349,2
2350,4
2351,8
2352,6
2353,0
2354,6
2355,5
2356,8
2357,3
2358,0
2359,1
2360,3
2361,7
2362,0
2363,1
2364,0
2365,8
2366,8
2367,3
2368,1
2369,1
2370,4
2371,2
2372,2
2373,1
2374,3
2375,8
2376,2
2377,3
2378,2
2379,8
2380,6
2381,7
2382,1
2383,4
2384,2
2385,1
2386,0
2387,1
2388,2
2389,6
2390,7
2391,8
2392,1
2393,7
2394,3
2395,1
2396,3
2397,2
2398,4
2399,0
2400,9
2401,1
2402,6
2403,6
2404,1
2405,1
2406,0
2407,8
2408,1
2409,8
2410,7
2411,6
2412,4
2413,1
2414,9
2415,6
2416,6
2417,2
2418,7
2419,1
2420,1
2421,2
2422,0
2423,7
2424,0
2425,8
2426,1
2427,1
2428,0
2429,4
2430,9
2431,8
2432,6
2433,3
2434,9
2435,1
2436,4
2437,1
2438,4
2439,3
2440,1
2441,5
2442,3
2443,9
2444,1
2445,2
2446,6
2447,3
2448,8
2449,1
2450,8
2451,0
2452,6
2453,6
2454,2
2455,0
2456,5
2457,9
2458,4
2459,1
2460,8
2461,9
2462,0
2463,9
2464,7
2465,2
2466,7
2467,3
2468,7
2469,9
2470,5
2471,0
2472,7
2473,5
2474,3
2475,8
2476,5
2477,7
2478,8
2479,7
2480,0
2481,1
2482,9
2483,4
2484,8
2485,0
2486,4
2487,5
2488,0
2489,0
2490,6
2491,8
2492,7
2493,0
2494,9
2495,6
2496,3
2497,9
2498,2
2499,9
2500,3
2501,7
2502,3
2503,0
2504,2
2505,1
2506,2
2507,8
2508,8
2509,2
2510,9
2511,7
2512,2
2513,4
2514,3
2515,7
2516,3
2517,1
2518,4
2519,4
2520,4
2521,4
2522,1
2523,9
2524,0
2525,7
2526,5
2527,1
2528,0
2529,3
2530,8
2531,7
2532,6
2533,1
2534,3
2535,8
2536,8
2537,6
2538,3
2539,0
2540,5
2541,2
2542,1
2543,9
2544,2
2545,8
2546,5
2547,1
2548,1
2549,5
2550,4
2551,6
2552,6
2553,6
2554,8
2555,4
2556,1
2557,4
2558,3
2559,4
2560,3
2561,7
2562,3
2563,2
2564,0
2565,3
2566,2
2567,1
2568,6
2569,4
2570,6
2571,4
2572,1
2573,1
2574,8
2575,3
2576,1
2577,3
2578,8
2579,5
2580,7
2581,1
2582,0
2583,3
2584,0
2585,8
2586,8
2587,2
2588,2
2589,0
2590,8
2591,4
2592,3
2593,8
2594,5
2595,1
2596,0
2597,1
2598,7
2599,5
2600,3
2601,5
2602,3
2603,3
2604,7
2605,0
2606,9
2607,7
2608,1
2609,7
2610,4
2611,8
2612,4
2613,8
2614,0
2615,9
2616,9
2617,8
2618,9
2619,8
2620,5
2621,3
2622,9
2623,1
2624,7
2625,0
2626,0
2627,8
2628,6
2629,1
2630,0
2631,4
2632,0
2633,6
2634,3
2635,9
2636,8
2637,7
2638,4
2639,6
2640,8
2641,3
2642,7
2643,9
2644,3
2645,5
2646,9
2647,2
2648,9
2649,2
2650,2
2651,2
2652,5
2653,5
2654,3
2655,9
2656,9
2657,2
2658,1
2659,5
2660,5
2661,1
2662,4
2663,1
2664,1
2665,0
2666,2
2667,8
2668,4
2669,5
2670,6
2671,6
2672,2
2673,2
2674,3
2675,7
2676,7
2677,3
2678,3
2679,6
2680,1
2681,9
2682,4
2683,5
2684,3
2685,4
2686,5
2687,0
2688,0
2689,2
2690,6
2691,8
2692,7
2693,4
2694,7
2695,4
2696,6
2697,6
2698,3
2699,6
2700,1
2701,3
2702,0
2703,6
2704,2
2705,9
2706,3
2707,8
2708,4
2709,9
2710,7
2711,6
2712,1
2713,5
2714,0
2715,2
2716,2
2717,1
2718,5
2719,6
2720,3
2721,2
2722,8
2723,0
2724,5
2725,3
2726,1
2727,2
2728,7
2729,4
2730,2
2731,0
2732,5
2733,4
2734,9
2735,7
2736,4
2737,5
2738,7
2739,3
2740,0
2741,6
2742,1
2743,3
2744,0
2745,7
2746,4
2747,9
2748,1
2749,2
2750,2
2751,3
2752,4
2753,9
2754,0
2755,4
2756,4
2757,4
2758,6
2759,1
2760,1
2761,6
2762,8
2763,6
2764,3
2765,7
2766,6
2767,3
2768,0
2769,6
2770,6
2771,5
2772,0
2773,7
2774,0
2775,3
2776,4
2777,4
2778,0
2779,9
2780,6
2781,2
2782,8
2783,3
2784,5
2785,0
2786,0
2787,3
2788,9
2789,1
2790,3
2791,1
2792,6
2793,3
2794,8
2795,8
2796,5
2797,4
2798,3
2799,1
2800,7
2801,4
2802,1
2803,5
2804,2
2805,5
2806,9
2807,5
2808,1
2809,3
2810,3
2811,8
2812,0
2813,4
2814,8
2815,2
2816,9
2817,9
2818,1
2819,1
2820,9
2821,4
2822,3
2823,0
2824,3
2825,6
2826,3
2827,6
2828,0
2829,7
2830,5
2831,2
2832,4
2833,4
2834,6
2835,8
2836,8
2837,5
2838,1
2839,6
2840,6
2841,3
2842,8
2843,2
2844,1
2845,2
2846,9
2847,2
2848,7
2849,8
2850,7
2851,7
2852,7
2853,8
2854,4
2855,0
2856,2
2857,4
2858,6
2859,8
2860,6
2861,1
2862,4
2863,9
2864,2
2865,6
2866,4
2867,7
2868,0
2869,8
2870,7
2871,8
2872,5
2873,8
2874,4
2875,3
2876,7
2877,5
2878,4
2879,0
2880,2
2881,2
2882,1
2883,3
2884,9
2885,1
2886,7
2887,6
2888,0
2889,5
2890,9
2891,5
2892,1
2893,8
2894,3
2895,4
2896,3
2897,2
2898,2
2899,3
2900,9
2901,4
2902,9
2903,9
2904,8
2905,6
2906,9
2907,6
2908,0
2909,3
2910,7
2911,2
2912,1
2913,6
2914,1
2915,4
2916,9
2917,1
2918,5
2919,6
2920,8
2921,2
2922,7
2923,6
2924,3
2925,8
2926,6
2927,1
2928,9
2929,0
2930,8
2931,3
2932,8
2933,4
2934,6
2935,7
2936,9
2937,8
2938,8
2939,1
2940,8
2941,5
2942,3
2943,3
2944,9
2945,6
2946,6
2947,1
2948,9
2949,2
2950,2
2951,0
2952,6
2953,5
2954,6
2955,6
2956,5
2957,6
2958,9
2959,7
2960,6
2961,3
2962,1
2963,1
2964,6
2965,3
2966,0
2967,5
2968,4
2969,3
2970,3
2971,2
2972,1
2973,9
2974,2
2975,0
2976,1
2977,7
2978,4
2979,0
2980,6
2981,6
2982,8
2983,2
2984,1
2985,0
2986,4
2987,8
2988,5
2989,1
2990,2
2991,5
2992,0
2993,4
2994,9
2995,5
2996,3
2997,3
